frame_index,timestamp,elapsed_ms,num_poses_detected
1619,2026-03-20T01:17:10.869,73.192,1
1620,2026-03-20T01:17:10.947,73.153,1
1621,2026-03-20T01:17:11.021,68.272,1
1622,2026-03-20T01:17:11.096,69.789,1
1623,2026-03-20T01:17:11.174,72.566,1
1624,2026-03-20T01:17:11.247,68.419,1
1625,2026-03-20T01:17:11.320,68.518,1
1626,2026-03-20T01:17:11.395,69.743,1
1627,2026-03-20T01:17:11.472,71.429,1
1628,2026-03-20T01:17:11.547,70.205,1
1629,2026-03-20T01:17:11.621,69.078,1
1630,2026-03-20T01:17:11.696,70.275,1
1631,2026-03-20T01:17:11.770,68.972,1
1632,2026-03-20T01:17:11.846,69.637,1
1633,2026-03-20T01:17:11.922,70.860,1
1634,2026-03-20T01:17:11.996,69.547,1
1635,2026-03-20T01:17:12.077,75.098,1
1636,2026-03-20T01:17:12.157,74.104,1
1637,2026-03-20T01:17:12.239,75.982,1
1638,2026-03-20T01:17:12.321,75.371,1
1639,2026-03-20T01:17:12.397,70.371,1
1640,2026-03-20T01:17:12.481,78.605,1
1641,2026-03-20T01:17:12.557,69.846,1
1642,2026-03-20T01:17:12.636,73.484,1
1643,2026-03-20T01:17:12.712,70.730,1
1644,2026-03-20T01:17:12.788,71.015,1
1645,2026-03-20T01:17:12.869,75.994,1
1646,2026-03-20T01:17:12.952,77.896,1
1647,2026-03-20T01:17:13.032,74.688,1
1648,2026-03-20T01:17:13.105,68.221,1
1649,2026-03-20T01:17:13.182,71.638,1
1650,2026-03-20T01:17:13.261,72.746,1
1651,2026-03-20T01:17:13.341,74.763,1
1652,2026-03-20T01:17:13.417,71.031,1
1653,2026-03-20T01:17:13.491,68.087,1
1654,2026-03-20T01:17:13.565,69.735,1
1655,2026-03-20T01:17:13.648,78.386,1
1656,2026-03-20T01:17:13.728,74.663,1
1657,2026-03-20T01:17:13.806,73.233,1
1658,2026-03-20T01:17:13.886,73.929,1
1659,2026-03-20T01:17:13.966,75.355,1
1660,2026-03-20T01:17:14.047,74.727,1
1661,2026-03-20T01:17:14.123,71.214,1
1662,2026-03-20T01:17:14.202,74.107,1
1663,2026-03-20T01:17:14.286,79.188,1
1664,2026-03-20T01:17:14.360,68.179,1
1665,2026-03-20T01:17:14.438,73.393,1
1666,2026-03-20T01:17:14.519,75.839,1
1667,2026-03-20T01:17:14.604,78.828,1
1668,2026-03-20T01:17:14.685,75.427,1
1669,2026-03-20T01:17:14.767,77.035,1
1670,2026-03-20T01:17:14.846,73.490,1
1671,2026-03-20T01:17:14.928,76.398,1
1672,2026-03-20T01:17:15.012,79.085,1
1673,2026-03-20T01:17:15.094,75.555,1
1674,2026-03-20T01:17:15.177,77.804,1
1675,2026-03-20T01:17:15.257,74.394,1
1676,2026-03-20T01:17:15.340,77.459,1
1677,2026-03-20T01:17:15.418,72.538,1
1678,2026-03-20T01:17:15.492,68.209,1
1679,2026-03-20T01:17:15.570,72.978,1
1680,2026-03-20T01:17:15.650,75.360,1
1681,2026-03-20T01:17:15.735,79.404,1
1682,2026-03-20T01:17:15.813,71.611,1
1683,2026-03-20T01:17:15.890,72.142,1
1684,2026-03-20T01:17:15.970,75.653,1
1685,2026-03-20T01:17:16.047,71.943,1
1686,2026-03-20T01:17:16.127,74.466,1
1687,2026-03-20T01:17:16.209,77.363,1
1688,2026-03-20T01:17:16.292,77.170,1
1689,2026-03-20T01:17:16.371,74.201,1
1690,2026-03-20T01:17:16.444,68.080,1
1691,2026-03-20T01:17:16.521,70.800,1
1692,2026-03-20T01:17:16.601,74.732,1
1693,2026-03-20T01:17:16.681,75.471,1
1694,2026-03-20T01:17:16.756,70.225,1
1695,2026-03-20T01:17:16.836,75.410,1
1696,2026-03-20T01:17:16.913,71.186,1
1697,2026-03-20T01:17:16.989,70.467,1
1698,2026-03-20T01:17:17.065,71.449,1
1699,2026-03-20T01:17:17.149,78.007,1
1700,2026-03-20T01:17:17.228,73.929,1
1701,2026-03-20T01:17:17.313,79.104,1
1702,2026-03-20T01:17:17.397,77.413,1
1703,2026-03-20T01:17:17.476,73.865,1
1704,2026-03-20T01:17:17.557,76.300,1
1705,2026-03-20T01:17:17.637,74.657,1
1706,2026-03-20T01:17:17.714,71.057,1
1707,2026-03-20T01:17:17.794,73.869,1
1708,2026-03-20T01:17:17.873,74.534,1
1709,2026-03-20T01:17:17.953,75.353,1
1710,2026-03-20T01:17:18.032,73.818,1
1711,2026-03-20T01:17:18.108,71.447,1
1712,2026-03-20T01:17:18.187,72.924,1
1713,2026-03-20T01:17:18.264,72.515,1
1714,2026-03-20T01:17:18.339,69.365,1
1715,2026-03-20T01:17:18.411,66.976,1
1716,2026-03-20T01:17:18.487,71.425,1
1717,2026-03-20T01:17:18.571,78.495,1
1718,2026-03-20T01:17:18.651,74.679,1
1719,2026-03-20T01:17:18.729,72.441,1
1720,2026-03-20T01:17:18.804,70.112,1
1721,2026-03-20T01:17:18.877,67.652,1
1722,2026-03-20T01:17:18.954,72.073,1
1723,2026-03-20T01:17:19.028,68.312,1
1724,2026-03-20T01:17:19.105,71.975,1
1725,2026-03-20T01:17:19.188,77.043,1
1726,2026-03-20T01:17:19.267,73.182,1
1727,2026-03-20T01:17:19.344,72.096,1
1728,2026-03-20T01:17:19.422,72.585,1
1729,2026-03-20T01:17:19.498,71.433,1
1730,2026-03-20T01:17:19.581,77.985,1
1731,2026-03-20T01:17:19.662,76.112,1
1732,2026-03-20T01:17:19.737,69.858,1
1733,2026-03-20T01:17:19.813,71.516,1
1734,2026-03-20T01:17:19.896,77.976,1
1735,2026-03-20T01:17:19.971,69.360,1
1736,2026-03-20T01:17:20.049,72.398,1
1737,2026-03-20T01:17:20.129,74.250,1
1738,2026-03-20T01:17:20.211,75.485,1
1739,2026-03-20T01:17:20.290,74.372,1
1740,2026-03-20T01:17:20.370,74.325,1
1741,2026-03-20T01:17:20.444,68.690,1
1742,2026-03-20T01:17:20.520,71.332,1
1743,2026-03-20T01:17:20.593,68.075,1
1744,2026-03-20T01:17:20.667,69.330,1
1745,2026-03-20T01:17:20.744,72.168,1
1746,2026-03-20T01:17:20.820,70.698,1
1747,2026-03-20T01:17:20.896,71.474,1
1748,2026-03-20T01:17:20.971,70.061,1
1749,2026-03-20T01:17:21.049,73.495,1
1750,2026-03-20T01:17:21.126,71.336,1
1751,2026-03-20T01:17:21.202,71.575,1
1752,2026-03-20T01:17:21.282,74.601,1
1753,2026-03-20T01:17:21.353,66.506,1
1754,2026-03-20T01:17:21.433,75.400,1
1755,2026-03-20T01:17:21.507,68.026,1
1756,2026-03-20T01:17:21.585,73.755,1
1757,2026-03-20T01:17:21.661,70.486,1
